   400.00 998.33468319409906 
   404.01 997.64308757652941 
   408.02 996.70905421384498 
   412.02 995.44851280637727 
   416.03 993.74536986824239 
   420.04 991.44554119872373 
   424.05 988.35721010754139 
   428.05 984.26211758718227 
   432.06 978.94193898895549 
   436.07 972.22105951319509 
   440.08 964.02236632416430 
   444.09 954.42691802111642 
   448.09 943.72326390096771 
   452.10 932.42992451707391 
   456.11 921.27692018872403 
   460.12 911.13981513608303 
   464.13 902.93125888499571 
   468.13 897.46739340520435 
   472.14 895.33576203910309 
   476.15 896.79400688284943 
   480.16 901.72311224369150 
   484.16 909.64641862068731 
   488.17 919.80974816392518 
   492.18 931.30360027851032 
   496.19 943.19976374287342 
   500.20 954.67401502930204 
   504.20 965.09314806715156 
   508.21 974.05645900990510 
   512.22 981.39200343134485 
   516.23 987.11961459126167 
   520.23 991.39463637353174 
   524.24 994.44932110247476 
   528.25 996.53996450277066 
   532.26 997.90870329497693 
   536.27 998.76236960919857 
   540.27 999.26179334483822 
   544.28 999.52235032790782 
   548.29 999.61956761274723 
   552.30 999.59703560812704 
   556.30 999.47455994538598 
   560.31 999.25557156026730 
   564.32 998.93359713733332 
   568.33 998.50221577220543 
   572.34 997.94105247680704 
   576.34 997.25475177407861 
   580.35 996.44968499873130 
   584.36 995.54664749486983 
   588.37 994.58241024798622 
   592.38 993.60902191173250 
   596.38 992.69036682441583 
   600.39 991.89598844335785 
   604.40 991.29282377803213 
   608.41 990.93610767465043 
   612.41 990.86110844828886 
   616.42 991.07738910792818 
   620.43 991.56688512501887 
   624.44 992.28631770155243 
   628.45 993.17351523331035 
   632.45 994.15635913494657 
   636.46 995.16254739472311 
   640.47 996.12831831173526 
   644.48 997.00468401970534 
   648.48 997.76043516111065 
   652.49 998.38196463731128 
   656.50 998.87059860553154 
   660.51 999.23847533440642 
   664.52 999.50404671321564 
   668.52 999.68806045547444 
   672.53 999.81053451539208 
   676.54 999.88888265113826 
   680.55 999.93707948403460 
   684.56 999.96560210505129 
   688.56 999.98184589807681 
   692.57 999.99075092508190 
   696.58 999.99551159459122 
   700.59 999.99786554262789 
   704.59 999.99902048783281 
   708.60 999.99956623038725 
   712.61 1000.00000000000000 
   716.62 1000.00000000000000 
